creative_id,campaign_id,advertiser_name,app_name,vertical,format,creative_status,fatigue_day,total_days_active,total_spend_usd,total_impressions,total_clicks,total_conversions,total_revenue_usd,overall_ctr,overall_cvr,overall_ipm,overall_roas,first_7d_ctr,last_7d_ctr,ctr_decay_pct,first_7d_cvr,last_7d_cvr,cvr_decay_pct,peak_rolling_ctr_5,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score
500526,20087,HorizonHop,HorizonHop Flights,travel,interstitial,stable,,41,38030.55,4844838,25947,1346,191955.81,0.005355597029250514,0.051874975912436894,0.27782146688908893,5.047410831555157,0.009821120795784705,0.0017608815768410508,-0.8207046208415608,0.0512378564713256,0.05205278592375367,0.015904831086837712,0.010503825192787771,360,640,ja,2026-01-12,wanderlust,discover,Shop now,Book your next trip,Flexible booking options,white,premium,12,0.409,36,0.801,0.628,0.255,0.552,0.72,2,1,0,0,0,0,assets/creative_500526.png,213522,1299648,12764,654,774612,1364,71,0.47561728395061725
500527,20087,HorizonHop,HorizonHop Flights,travel,rewarded_video,top_performer,,34,29829.87,3105112,22769,1496,212469.63,0.007332746773707357,0.06570336861522245,0.48178616423497767,7.122713910586939,0.012238314089699371,0.003360247546294058,-0.7254321533451835,0.06672976810222432,0.06522781774580336,-0.022507951085939726,0.012397834538621994,360,640,de,2026-01-19,wanderlust,discover,Claim reward,Fly smarter,Flexible booking options,white,adventurous,10,0.257,47,0.84,0.446,0.224,0.389,0.511,0,1,1,0,0,1,assets/creative_500527.png,114359,690618,8452,564,620490,2085,136,0.7885802469135802
500528,20088,FreshDash,FreshDash Go,food_delivery,banner,underperformer,,65,79452.98,22955754,58329,4584,80570.17,0.0025409315677454984,0.0785886951602119,0.1996884964005103,1.0140610207445964,0.004164068768971809,0.001774127020854921,-0.5739438709382823,0.07802574250839792,0.07229940459313865,-0.07339036747574612,0.005506892798918901,320,480,ja,2026-01-04,combo,late-night,Order now,2-for-1 tonight,Late-night deals available,orange,trustworthy,0,0.763,43,0.843,0.352,0.371,0.431,0.237,3,3,1,1,0,0,assets/creative_500528.png,1925324,7220582,30067,2346,1988020,3527,255,0.02407407407407407
500529,20088,FreshDash,FreshDash Go,food_delivery,native,stable,,58,58190.07,15018577,58775,5515,102385.96,0.0039134866106156395,0.09383241173968523,0.367211886985032,1.7595091396178077,0.010454578754007803,0.0017765786775767827,-0.8300669286272558,0.09892280740989227,0.08496525584333543,-0.14109538469448135,0.011100041042558273,320,320,en,2026-01-11,discount,2-for-1,Install now,Dinner in minutes,Fresh favorites nearby,orange,trustworthy,0,0.454,92,0.744,0.622,0.271,0.503,0.387,0,2,1,1,0,0,assets/creative_500529.png,525802,2566244,26829,2654,1782077,3166,269,0.29907407407407405
500530,20088,FreshDash,FreshDash Go,food_delivery,playable,stable,,59,56178.68,8633489,38031,3574,65912.82,0.004405055708068893,0.09397596697431043,0.4139693697414799,1.1732710700927826,0.012781477815640777,0.001837805295153208,-0.8562133955351959,0.09603559466080087,0.09127789046653144,-0.049541049972915974,0.014013324422893362,360,640,pt,2026-01-10,urgency,challenge,Learn more,"Your cravings, delivered",Free delivery over $15,orange,adventurous,30,0.375,56,0.671,0.369,0.427,0.274,0.434,0,2,0,1,0,0,assets/creative_500530.png,318497,1564999,20003,1921,1073019,1972,180,0.30246913580246915
500531,20088,FreshDash,FreshDash Go,food_delivery,rewarded_video,stable,,53,46327.81,7831780,35518,3569,65722.16,0.004535112069031561,0.10048426150121065,0.45570738708186387,1.4186329981926624,0.012512124151309409,0.0018048486409508399,-0.8557520194712933,0.10410780265159748,0.09358841778697001,-0.10104319365793524,0.012929598306596238,360,640,en,2026-01-16,fantasy,free delivery,Try for free,"Your cravings, delivered",Fresh favorites nearby,blue,urgent,20,0.728,78,0.868,0.44,0.51,0.55,0.073,1,2,1,0,0,1,assets/creative_500531.png,189883,1103170,13803,1437,1071558,1934,181,0.3632716049382716
500532,20088,FreshDash,FreshDash Go,food_delivery,interstitial,underperformer,,63,71817.84,14850765,52302,4440,81962.85,0.0035218387739621494,0.08489159114374212,0.2989744972733728,1.1412603052389212,0.008690689989003809,0.0018161319722566507,-0.7910255716686968,0.08869823684388299,0.06864904552129222,-0.22603821717312345,0.010830544351955148,360,640,pt,2026-01-06,wanderlust,fast,Get offer,"Fast food, fast",Late-night deals available,black,premium,8,0.641,71,0.901,0.623,0.309,0.418,0.308,1,3,0,1,0,0,assets/creative_500532.png,683418,3406634,29606,2626,1499891,2724,187,0.1314814814814815
500533,20088,FreshDash,FreshDash Go,food_delivery,banner,underperformer,,51,39255.29,11198699,33566,2380,43904.37,0.002997312455670074,0.0709050825239826,0.21252468701944752,1.1184319361798116,0.007692769822924559,0.0018827915557152997,-0.7552518014896852,0.07384941997118812,0.06500171057133082,-0.11980743252024417,0.008528719014008984,320,480,en,2026-01-18,food-closeup,fast,Watch now,"Your cravings, delivered",Fresh favorites nearby,lime,premium,0,0.77,51,0.871,0.637,0.418,0.431,0.842,0,2,1,0,0,0,assets/creative_500533.png,278824,1714467,13189,974,1552482,2923,190,0.04598765432098765
500534,20089,PulsePlay,PulsePlay Stream,entertainment,native,underperformer,,64,54422.99,18380743,54822,4788,106363.67,0.0029825780165687534,0.0873372003940024,0.2604900139238115,1.954388577327339,0.0059682437888936395,0.00179464074755271,-0.6993017023043908,0.08984180678539448,0.0803484995159729,-0.10566692288478008,0.006839264583107456,320,320,es,2026-01-02,trailer,trending,Shop now,Exclusive tonight,New hits every week,red,trustworthy,0,0.26,29,0.719,0.635,0.269,0.58,0.756,2,1,0,0,0,0,assets/creative_500534.png,1600628,5052240,30153,2709,1726808,3099,249,0.1743827160493827
500535,20089,PulsePlay,PulsePlay Stream,entertainment,interstitial,stable,,52,37045.87,10168528,41879,3424,77471.27,0.0041184918800439944,0.08175935433033263,0.3367252369271147,2.0912255536177176,0.010218687968258961,0.0017968817258894455,-0.8241572957828954,0.08414125389270816,0.07616707616707617,-0.09477132032997959,0.010885109419365295,360,640,es,2026-01-14,ugc,watch now,Install now,Stream the hype,Cancel anytime,purple,playful,8,0.467,55,0.77,0.387,0.48,0.99,0.77,4,0,0,0,1,1,assets/creative_500535.png,304799,1665478,17019,1432,1359021,2442,186,0.34135802469135806
500536,20089,PulsePlay,PulsePlay Stream,entertainment,rewarded_video,stable,,61,43095.8,9707080,41947,3888,89935.51,0.004321278901585235,0.09268839249529168,0.40053239491175513,2.086874126945085,0.010885985090508397,0.0018090650769638232,-0.8338170535856084,0.09722463642157715,0.0913151364764268,-0.060781918684952196,0.011580466245783036,360,640,es,2026-01-05,celebrity,watch now,Shop now,Binge starts now,Start free today,purple,trustworthy,10,0.052,39,0.825,0.371,0.306,0.683,0.572,2,1,0,0,0,0,assets/creative_500536.png,253322,1585433,17259,1678,1113835,2015,184,0.40185185185185185
500537,20089,PulsePlay,PulsePlay Stream,entertainment,interstitial,underperformer,,60,44124.2,12132815,39902,3341,76652.06,0.0032887668690242122,0.08373013884015838,0.2753689065563103,1.7371886629106024,0.008706989830030997,0.001760802126103909,-0.7977714272697571,0.0904459267818688,0.07741167129813419,-0.1441110279644735,0.010357521189428356,360,640,es,2026-01-06,ugc,exclusive,Order now,Watch what’s trending,Start free today,blue,playful,12,0.423,68,0.725,0.606,0.51,0.652,0.935,1,0,0,1,0,1,assets/creative_500537.png,374518,2186634,19039,1722,1430598,2519,195,0.16697530864197532
500538,20089,PulsePlay,PulsePlay Stream,entertainment,native,stable,,62,44201.42,15115337,50853,4195,92872.25,0.0033643312087583625,0.08249267496509548,0.2775326808790303,2.1011146248242705,0.007718533471643258,0.0017836239621771936,-0.7689167289706054,0.08376393799292901,0.07727272727272727,-0.07749409681227859,0.00836069983880181,320,320,de,2026-01-04,competitive,trending,Learn more,Binge starts now,Cancel anytime,purple,premium,0,0.379,51,0.699,0.549,0.276,0.9,0.332,1,1,0,0,0,0,assets/creative_500538.png,709830,2858315,22062,1848,1603477,2860,221,0.22314814814814818
500539,20089,PulsePlay,PulsePlay Stream,entertainment,rewarded_video,stable,,47,32546.86,7222665,32495,3322,73745.83,0.004499031867046305,0.1022311124788429,0.45994103284590937,2.2658354753730467,0.011187701333905727,0.0017857017807998542,-0.8403870708106891,0.10806686046511628,0.10245098039215686,-0.05196671809275155,0.011993780411488998,360,640,es,2026-01-19,drama,exclusive,Try for free,Watch what’s trending,New hits every week,blue,premium,15,0.365,12,0.833,0.541,0.456,0.99,0.69,3,0,0,0,0,1,assets/creative_500539.png,210703,1229922,13760,1487,1142408,2040,209,0.47746913580246914
500540,20090,StormByte,StormByte Arena,gaming,interstitial,stable,,54,34627.41,7548118,30155,5272,29549.54,0.003995035583704442,0.17483004476869507,0.6984522499515774,0.8533569215832197,0.011649261376014537,0.0017582571538650134,-0.8490670698242543,0.17778131465860258,0.18269778030734207,0.027654569087762093,0.012497789216254293,360,640,it,2026-01-18,gameplay,power-up,Try for free,Unlock rare gear,No ads in first week,purple,playful,8,0.184,61,0.741,0.622,0.755,0.579,0.74,0,1,0,0,1,0,assets/creative_500540.png,210650,1078695,12566,2234,999285,1757,321,0.3515432098765432
500541,20090,StormByte,StormByte Arena,gaming,interstitial,stable,,53,33586.840000000004,7334515,39630,7267,40324.98,0.005403220253827281,0.18337118344688366,0.9907948923684798,1.2006184565145157,0.014253144716322443,0.0018527613818749506,-0.8700103437697365,0.1931407942238267,0.1621301775147929,-0.16055964165238068,0.015064679114432995,360,640,de,2026-01-19,reward,competition,Install now,Level up today,No ads in first week,orange,urgent,0,0.313,49,0.876,0.823,0.716,0.786,1.0,2,0,0,0,1,0,assets/creative_500541.png,180876,1010584,14404,2782,912152,1690,274,0.5033950617283951
500542,20090,StormByte,StormByte Arena,gaming,playable,stable,,63,49110.61,7931485,48454,10831,62464.31,0.006109070369546182,0.2235315969785776,1.3655702557591676,1.2719106930253972,0.013807897227466863,0.00186420558091321,-0.864989900330015,0.23026338679934588,0.20179372197309417,-0.12363956433534307,0.015302174305147465,360,640,en,2026-01-09,drama,competition,Order now,Win epic rewards,No ads in first week,orange,excited,15,0.205,64,0.902,0.57,0.314,0.633,0.867,0,2,0,0,1,0,assets/creative_500542.png,378331,2081490,28741,6618,717732,1338,270,0.5774691358024692
500543,20090,StormByte,StormByte Arena,gaming,rewarded_video,stable,,57,37474.19,6692728,42131,8061,45972.97,0.006295041424065045,0.19133179843820464,1.2044415969093618,1.226790225485861,0.015858511673982476,0.001841010739822807,-0.883910244689407,0.2005624364267337,0.18697614442295293,-0.06774096010118968,0.016288109082783813,360,640,en,2026-01-15,competitive,security,Shop now,Beat your rivals,Play with friends tonight,lime,trustworthy,10,0.344,61,0.924,0.466,0.517,0.858,1.0,1,1,0,0,0,0,assets/creative_500543.png,193957,1053882,16713,3352,842472,1551,290,0.5790123456790123
500544,20090,StormByte,StormByte Arena,gaming,rewarded_video,stable,,58,40863.55,7283057,42144,8271,47521.979999999996,0.005786581101864231,0.19625569476082005,1.1356494944361963,1.16294301400637,0.01464284316156225,0.0017513664407710367,-0.8803943727698724,0.20090230589283725,0.18232044198895028,-0.0924920389604621,0.015119862585660771,360,640,en,2026-01-14,minimalist,power-up,Shop now,Win epic rewards,Free rewards for new players,lime,excited,20,0.358,54,0.769,0.542,0.499,0.636,1.0,4,3,0,0,0,0,assets/creative_500544.png,230358,1226128,17954,3607,826783,1448,264,0.5342592592592593
500545,20090,StormByte,StormByte Arena,gaming,playable,fatigued,10,66,59082.909999999996,9553966,64741,13872,79936.84,0.006776348167870809,0.21426916482599898,1.4519624624998666,1.3529604415219223,0.01358026851997695,0.0017027379435276488,-0.8746167690997513,0.2166006395876092,0.19873817034700317,-0.08246729684000376,0.015231159324835382,360,640,it,2026-01-06,gameplay,discover,Learn more,Unlock rare gear,Free rewards for new players,lime,excited,15,0.335,49,0.679,0.45,0.358,0.787,0.997,0,0,0,0,1,0,assets/creative_500545.png,651922,3085506,41902,9076,744683,1268,252,0.6203703703703703
500546,20091,ZenDrop,ZenDrop Market,ecommerce,interstitial,stable,,39,27266.15,4690789,23015,1433,55150.59,0.004906424057871714,0.06226374103845318,0.30549231696416107,2.0226761020532784,0.00975045596992702,0.0017691661745394562,-0.8185555444795575,0.06370558375634518,0.05845070422535211,-0.08248695359407443,0.010196464701739025,360,640,it,2026-02-01,product-focus,free shipping,Claim reward,Up to 40% off,Only this weekend,black,trustworthy,12,0.314,51,0.856,0.514,0.476,0.683,0.41,1,3,1,0,0,1,assets/creative_500546.png,233305,1212251,11820,753,802638,1420,83,0.36296296296296293
500547,20091,ZenDrop,ZenDrop Market,ecommerce,banner,stable,,32,21164.51,5017792,23246,1342,50908.159999999996,0.004632714947132125,0.057730362212853825,0.26744831192683954,2.405355002312834,0.009116354542541213,0.0018314653353067025,-0.7991011289918333,0.05872982158028887,0.05934718100890208,0.010511856021377941,0.009422662444548842,320,480,it,2026-02-08,gameplay,new collection,Install now,New collection drop,Only this weekend,teal,urgent,0,0.862,65,0.723,0.649,0.269,0.671,0.386,0,2,1,1,0,1,assets/creative_500547.png,200920,1032869,9416,553,1104034,2022,120,0.34660493827160493
500548,20091,ZenDrop,ZenDrop Market,ecommerce,banner,underperformer,,41,28283.71,6725999,24690,1306,52488.1,0.003670830162181112,0.052895909275010124,0.1941718992227028,1.8557713963267195,0.006683153977230731,0.0018476170882820722,-0.7235411462047951,0.054924525481990734,0.046573875802997856,-0.15203863129834383,0.007337175523555758,320,480,en,2026-01-30,ugc,last-minute deal,Try for free,Your next favorite pick,Only this weekend,lime,calm,0,0.66,73,0.913,0.723,0.224,0.507,0.532,2,2,1,0,0,0,assets/creative_500548.png,538436,2002348,13382,735,1011032,1868,87,0.16820987654320987
500549,20091,ZenDrop,ZenDrop Market,ecommerce,interstitial,stable,,38,26530.25,4538259,23562,1571,60062.91,0.005191858816343448,0.06667515491044902,0.3461679908528799,2.2639405961119854,0.010492420099315293,0.0017625685035895435,-0.8320150654561989,0.06496539070969894,0.07091172214182344,0.09153075764134133,0.011204024446748891,360,640,it,2026-02-02,trust,late-night,Learn more,New collection drop,Only this weekend,white,urgent,5,0.438,66,0.753,0.709,0.303,0.39,0.495,2,2,1,1,0,1,assets/creative_500549.png,204239,1142825,11991,779,784083,1382,98,0.45586419753086416
500550,20091,ZenDrop,ZenDrop Market,ecommerce,native,stable,,44,44133.75,9518175,40831,3007,119671.63,0.0042897929487533066,0.0736450246136514,0.31592190729840547,2.711567224629677,0.007241653055640769,0.0018080072061340921,-0.7503322525613438,0.0752772808586762,0.0649616368286445,-0.137035290227845,0.008217069942707395,320,320,it,2026-01-27,feature-focus,limited offer,Start now,Your next favorite pick,Free shipping over $25,red,playful,0,0.665,35,0.835,0.809,0.284,0.577,0.428,3,1,1,1,0,1,assets/creative_500550.png,804828,3859616,27950,2104,1081301,1955,127,0.38395061728395063
500551,20091,ZenDrop,ZenDrop Market,ecommerce,native,stable,,32,22671.14,4871309,22758,1609,62710.46,0.004671844877834685,0.0707004130415678,0.3303013625290451,2.7660920447758692,0.009372279487610925,0.0017633818302027658,-0.8118513396304758,0.07317787101180603,0.07161664033701948,-0.021334737581183205,0.009796142578125,320,320,en,2026-02-08,ugc,before/after,Learn more,New collection drop,Shop bestsellers now,beige,urgent,0,0.727,74,0.791,0.661,0.433,0.369,0.578,0,2,1,1,0,1,assets/creative_500551.png,194013,1093544,10249,750,1076908,1899,136,0.4342592592592593
500552,20092,NovaPay,NovaPay Pay,fintech,native,stable,,44,22203.14,4648118,20866,2212,212095.57,0.004489128718332882,0.10600977667018116,0.4758915328741654,9.552503384656404,0.008091225365890466,0.0019413147923703163,-0.7600715955145481,0.1060782681099084,0.11073369565217392,0.0438867227493005,0.008251896523895467,320,320,es,2026-01-28,minimalist,earn more,Learn more,Earn cashback daily,Built for peace of mind,white,trustworthy,0,0.43,54,0.927,0.758,0.094,0.605,0.193,2,0,0,0,0,1,assets/creative_500552.png,137356,742162,6005,637,758249,1472,163,0.6425925925925925
500553,20092,NovaPay,NovaPay Pay,fintech,native,stable,,50,24467.16,5132363,18171,1792,174566.45,0.0035404744364340556,0.09861867811347752,0.3491569088156859,7.134724667677001,0.0065368115512573575,0.0017790637432674168,-0.7278392180473348,0.09916291049581455,0.08320251177394035,-0.16095129360435478,0.006864856907413267,320,320,it,2026-01-22,minimalist,security,Watch now,Secure & simple,Built for peace of mind,white,urgent,0,0.662,46,0.805,0.889,0.454,0.288,0.21,3,2,0,0,0,1,assets/creative_500553.png,221657,1187888,7765,770,716107,1274,106,0.45
500554,20092,NovaPay,NovaPay Pay,fintech,native,stable,,42,21955.87,4582809,20352,2167,207610.33,0.004440944407676602,0.10647602201257862,0.47285409450841176,9.45580065832053,0.007664776307498425,0.0019206786654554972,-0.749414909398399,0.10802367642222953,0.09285237140948564,-0.14044425736302635,0.007948216755345117,320,320,it,2026-01-30,testimonial,cashback,Start now,"Your money, clearer",Built for peace of mind,blue,premium,0,0.05,69,0.751,0.704,0.201,0.52,0.211,2,3,0,0,0,1,assets/creative_500554.png,142540,793500,6082,657,779412,1497,139,0.6358024691358025
500555,20092,NovaPay,NovaPay Pay,fintech,interstitial,stable,,58,45193.03,7585411,29330,2837,268624.43,0.003866632935248993,0.09672690078418002,0.3740074202966721,5.943934938639875,0.006002347886239223,0.0018066782954506986,-0.6990047345318608,0.09869874785170636,0.10157790927021697,0.02917120511839233,0.007268809680717484,360,640,es,2026-01-14,fantasy,2-for-1,Install now,"Your money, clearer",Built for peace of mind,blue,excited,0,0.499,40,0.99,0.898,0.162,0.414,0.158,0,1,0,0,0,0,assets/creative_500555.png,537665,3392839,20365,2010,561251,1014,103,0.4641975308641975
500556,20092,NovaPay,NovaPay Pay,fintech,interstitial,stable,,47,23637.760000000002,4005826,20535,1950,186765.6,0.005126283567983232,0.09495982468955443,0.4867909889246313,7.901154762549412,0.008999091512858538,0.0020534255550303123,-0.771818571675126,0.09575389948006932,0.0888529886914378,-0.07206924027222417,0.009154313896914977,360,640,fr,2026-01-25,trust,security,Shop now,Earn cashback daily,Built for peace of mind,white,urgent,0,0.499,67,0.989,0.772,0.02,0.641,0.372,0,2,0,0,0,0,assets/creative_500556.png,159677,769411,6924,663,602895,1238,110,0.686111111111111
500557,20092,NovaPay,NovaPay Pay,fintech,native,stable,,51,23933.76,5059325,18593,1882,181302.11000000002,0.003674996170437756,0.10122088958210079,0.3719863815825234,7.575162030537618,0.006410319568603228,0.0018461144623786487,-0.712008981358646,0.09990541499172381,0.0951111111111111,-0.0479884286653518,0.006725851740708541,320,320,fr,2026-01-21,drama,earn more,Install now,Secure & simple,Built for peace of mind,orange,adventurous,0,0.426,44,0.899,0.804,0.302,0.348,0.313,1,0,0,0,0,1,assets/creative_500557.png,310455,1319435,8458,845,609388,1125,107,0.48981481481481487
500558,20093,RouteBloom,RouteBloom Travel,travel,interstitial,stable,,31,16738.34,3760719,27759,1458,211054.33,0.007381301288397245,0.05252350588998163,0.3876918216968617,12.609035902007008,0.011935028515374629,0.0035299566118392267,-0.7042355946370837,0.05560244777379194,0.05471584038694075,-0.015945474027657558,0.01230552005790833,360,640,es,2026-01-31,celebrity,escape,Order now,Book your next trip,Hotels + flights in one tap,white,premium,12,0.149,93,0.898,0.474,0.226,0.595,0.627,3,1,1,0,0,1,assets/creative_500558.png,168188,794133,9478,527,937122,3308,181,0.7777777777777777
500559,20093,RouteBloom,RouteBloom Travel,travel,interstitial,fatigued,11,36,16949.5,3831366,24678,1282,181344.09,0.006441044786637455,0.051949104465515844,0.33460650848809537,10.699081978819434,0.011842253267643023,0.0022475738219715526,-0.8102072493152404,0.051766717325227966,0.05581668625146886,0.07823499606507167,0.012270430521921505,360,640,es,2026-01-26,testimonial,free shipping,Order now,Book your next trip,Special fares today,purple,urgent,5,0.233,52,0.775,0.616,0.239,0.637,0.727,3,1,1,1,0,0,assets/creative_500559.png,160309,889020,10528,545,757261,1702,95,0.696604938271605
500560,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,top_performer,,34,17234.23,3209644,26804,1602,230794.19,0.008351081926842977,0.059767198925533505,0.49912077476505184,13.391615987485372,0.013015841403403951,0.004215149297054443,-0.6761523772138095,0.06109871427053448,0.058823529411764705,-0.03723785166240412,0.013412411189630831,360,640,it,2026-01-28,discount,last-minute deal,Learn more,Last-minute savings,Special fares today,blue,calm,6,0.95,68,0.865,0.539,0.12,0.602,0.427,1,1,1,0,0,0,assets/creative_500560.png,132207,723042,9411,575,673523,2839,167,0.8654320987654321
500561,20093,RouteBloom,RouteBloom Travel,travel,interstitial,fatigued,11,37,18202.91,4097688,24423,1157,161835.30000000002,0.005960190234102743,0.04737337755394505,0.2823543422534854,8.890627927073199,0.011284161585294408,0.0018488686875438654,-0.8361536500901119,0.04942681508556238,0.04121475054229935,-0.16614593776773168,0.011773755219528406,360,640,it,2026-01-25,discount,book now,Order now,Book your next trip,Special fares today,white,playful,8,0.269,73,0.703,0.391,0.221,0.796,0.523,1,0,0,1,0,1,assets/creative_500561.png,312263,1066805,12038,595,748025,1383,57,0.6024691358024691
500562,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,fatigued,12,38,21722.33,4022189,29157,1560,222880.62,0.007249037775201513,0.0535034468566725,0.3878485073675056,10.260437991688736,0.012450611668544893,0.00248714800091577,-0.8002388904956953,0.05473009814612868,0.05678421996413628,0.03753184970586232,0.012827189513045355,360,640,es,2026-01-24,ugc,discover,Book now,Dream destinations await,Hotels + flights in one tap,teal,premium,6,0.366,58,0.702,0.39,0.337,0.723,0.419,1,2,0,1,0,0,assets/creative_500562.png,346165,1178416,14672,803,672658,1673,95,0.766358024691358
500563,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,fatigued,10,46,45467.93,8377862,53514,3416,483545.52,0.006387548517748323,0.06383376312740591,0.4077412590467592,10.634869896210363,0.010384636228770958,0.0018285252670806776,-0.8239201425260625,0.0642588889430815,0.06194029850746269,-0.036082018748760936,0.012676337503327122,360,640,it,2026-01-16,family,book now,Learn more,Book your next trip,Special fares today,orange,premium,10,0.446,80,0.804,0.617,0.124,0.792,0.716,1,1,1,1,0,1,assets/creative_500563.png,635937,3948718,41006,2635,732831,1340,83,0.7527777777777778
500564,20094,CraveLoop,CraveLoop Express,food_delivery,banner,stable,,42,19932.78,4855221,25079,2021,37316.3,0.0051653673437316245,0.08058535029307388,0.4162529367870175,1.8721071521383372,0.010511965085511363,0.0018921957883536948,-0.8199959976121204,0.07870308085564375,0.07827175954915466,-0.00548036114723649,0.010826752014302646,320,480,de,2026-02-03,food-closeup,fast,Learn more,"Fast food, fast",Fresh favorites nearby,yellow,playful,0,0.786,90,0.661,0.515,0.232,0.591,0.459,0,2,1,0,0,0,assets/creative_500564.png,149932,707099,7433,585,843993,1597,125,0.4564814814814815
500565,20094,CraveLoop,CraveLoop Express,food_delivery,native,fatigued,14,48,20584.32,4541632,31583,2975,55819.11,0.006954108126770288,0.09419624481524871,0.6550508715809648,2.7117296077791253,0.012701491025237103,0.00242904769035553,-0.808758854725862,0.09781751249013937,0.0973393900064893,-0.00488790270247641,0.012984359716720144,320,320,en,2026-01-28,feature-focus,fast,Learn more,"Fast food, fast",Fresh favorites nearby,red,excited,0,0.329,54,0.975,0.425,0.279,0.912,0.338,1,2,0,1,0,1,assets/creative_500565.png,185563,898241,11409,1116,634405,1541,150,0.7441358024691359
500566,20094,CraveLoop,CraveLoop Express,food_delivery,native,stable,,46,19017.39,4216283,29090,2707,49117.12,0.0068994419966591424,0.09305603300103128,0.6420347021298144,2.5827476851450175,0.011911577950450935,0.0029763359223882574,-0.7501308445640837,0.09191663654981327,0.08315677966101695,-0.09530219139436213,0.012183227119049756,320,320,ja,2026-01-30,ugc,late-night,Order now,"Fast food, fast",Late-night deals available,orange,calm,0,0.419,42,0.99,0.529,0.44,0.909,0.307,0,2,1,0,0,0,assets/creative_500566.png,147353,696885,8301,763,634337,1888,157,0.7320987654320987
500567,20094,CraveLoop,CraveLoop Express,food_delivery,banner,underperformer,,53,33297.88,8152981,32934,2364,43100.19,0.004039504078324235,0.0717799234833303,0.2899552936527143,1.2943824051260924,0.006581232492997199,0.0018767462998081175,-0.7148336118188985,0.07141945094701001,0.08146487294469357,0.140653867601654,0.007844122043966471,320,480,ja,2026-01-23,destination,fast,Order now,Hungry? We got you,Free delivery over $15,orange,playful,0,0.579,43,0.785,0.377,0.257,0.393,0.399,0,3,0,0,0,0,assets/creative_500567.png,822094,3570000,23495,1678,712936,1338,109,0.18086419753086416
500568,20094,CraveLoop,CraveLoop Express,food_delivery,native,stable,,48,20154.09,4494228,23168,2063,37156.3,0.005155056663791869,0.08904523480662983,0.45903323106882876,1.843610899822319,0.010187149576003881,0.001754785038832743,-0.8277452367081967,0.0941140404659718,0.07777777777777778,-0.17357944263481728,0.010362680799726928,320,320,ja,2026-01-28,discount,2-for-1,Install now,"Fast food, fast",Fresh favorites nearby,purple,trustworthy,0,0.547,32,0.71,0.452,0.466,0.407,0.691,1,4,1,0,0,0,assets/creative_500568.png,185400,960622,9786,921,615460,1080,84,0.4765432098765432
500569,20094,CraveLoop,CraveLoop Express,food_delivery,native,fatigued,13,44,19240.57,4244341,25920,2345,42479.270000000004,0.006106955119770065,0.09047067901234568,0.5525003763835187,2.207796858409081,0.012334717761397697,0.0020262506221618666,-0.8357278487146945,0.09323671497584542,0.09704321455648218,0.04082618721201081,0.012724904185625012,320,320,ja,2026-02-01,combo,discover,Claim reward,Hungry? We got you,Late-night deals available,orange,calm,0,0.224,47,0.897,0.544,0.114,0.476,0.573,1,4,0,1,0,0,assets/creative_500569.png,128666,671276,8280,772,650956,1319,128,0.6391975308641976
500570,20095,NeonCast,NeonCast Stream,entertainment,native,stable,,36,19953.16,5234066,30519,2634,59122.63,0.005830839733392739,0.08630689078934434,0.5032416480800969,2.9630710123108317,0.009624728184955796,0.0025349591922448804,-0.7366201784059502,0.08958594730238394,0.0885478158205431,-0.011588106316906877,0.009929022140266825,320,320,en,2026-01-15,reward,trending,Get offer,Exclusive tonight,Cancel anytime,blue,premium,0,0.588,29,0.651,0.356,0.152,0.99,0.713,1,0,0,0,0,0,assets/creative_500570.png,245932,1242113,11955,1071,1002383,2541,225,0.654320987654321
500571,20095,NeonCast,NeonCast Stream,entertainment,banner,stable,,39,20378.24,5979904,24036,1826,40171.66,0.004019462519799649,0.07596937926443668,0.30535607260584785,1.9713017414654062,0.007493990667860678,0.0018248384287482238,-0.756493100988987,0.08012031719989061,0.07692307692307693,-0.03990548700446295,0.008094121648708074,320,480,es,2026-01-12,celebrity,save smarter,Try for free,Binge starts now,Start free today,lime,trustworthy,0,0.288,25,0.589,0.302,0.458,0.901,0.495,1,0,0,0,0,1,assets/creative_500571.png,250189,1463973,10971,879,1047216,1911,147,0.2858024691358025
500572,20095,NeonCast,NeonCast Stream,entertainment,interstitial,stable,,47,30140.899999999998,6393357,32277,2649,58224.36,0.005048521457506596,0.08207082442606191,0.41433631815023003,1.9317392645873217,0.009046679221800752,0.001807862323505429,-0.8001628797505245,0.08467650397275824,0.07492581602373888,-0.11515222631482647,0.009676582549574387,360,640,es,2026-01-04,celebrity,watch now,Shop now,A new season drops,Start free today,red,urgent,5,0.113,59,0.695,0.439,0.343,0.99,0.473,1,0,0,0,0,0,assets/creative_500572.png,396632,1947676,17620,1492,745632,1348,101,0.4567901234567901
